file_re,filesize,md5,sha1,sha256,description
"ProgramData.Malwarebytes.MBAMService.lkg_db.ig.exe$",,3A704B86AFA3316BE1EE43A3F01A48DD,CF2DDA804AE09B15B5AEBEAE2A39EB0101C3125E,592AAA09D9DFBC1020539F2C81B4BFB7817D54E18E849DC06227C5FA3DD6A42A,"AV file"
